"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para BRASIL  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
" "
" ANO: 1988 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.6658663113397266;0.01508386950713584;0.028606920917599185;0.000136384717904483;0.0008522384089338162;0.7105457248912999;0.7105457248912999;-0.01718720537092372;0.9371195800827506;0.002692332675710631;0.06288041991724935;0.017187205370923664
"2. Formação Natural não Florestal";0.011762479821341975;0.05065335247523552;0.007432603808258442;4.710102803136894e-05;0.000431309985033364;0.07032684711790066;0.07032684711790066;0.005408946665694761;0.7202562684250138;0.01024532146606729;0.2797437315749862;0.005408946665694775
"3. Agropecuária";0.015433808481135616;0.009340936186357323;0.17764885078744258;0.0008875148244416293;0.00020741514613443167;0.20351852542551158;0.20351852542551158;0.010320217917032293;0.8728878632351479;0.007022345033055847;0.1271121367648521;0.010320217917032304
"4. Área não Vegetada";1.3698357146533603e-05;9.229855983684762e-06;7.88908621099994e-05;0.0022191687979554505;0.0;0.002320987873195668;0.002320987873195668;0.0009691814951372635;0.9561311472515246;0.025685741610717964;0.043868852748475407;0.0009691814951372636
"5. Corpo D'água";0.00028222152102548733;0.0006484057588830608;7.147696713365494e-05;0.0;0.012285810445016719;0.013287914692058922;0.013287914692058922;0.0004888592930594082;0.924585288943714;0.02096899430079801;0.07541471105628605;0.0004888592930594095
"total";0.6933585195203762;0.07573579378359543;0.21383874334254388;0.0032901693683329318;0.013776773985118331;1.0000000000000002;1.0000000000000002;0;0.9086734938453794;0.004400974437525682;0.09132650615462057;0.01718720537092371
"adj population";0.6933585195204067;0.07573579378359555;0.21383874334254663;0.0032901693683329318;0.013776773985118354;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7946773405391135e-18;3.0068292092264384e-18;1.950384321775874e-18;1.3402742818741406e-17;7.875400272009101e-18;2.803003396229193e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9603492170260406;0.6688165521836418;0.8307608247719217;0.6744846691828094;0.8917770196627927;0.9086734938453788;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002832914365331529;0.009463966618418612;0.006652361149797657;0.017150062952724487;0.02012645618591397;0.0044372231327819076;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9971670856346685;0.9905360333815814;0.9933476388502024;0.9828499370472755;0.979873543814086;0.09132650615462123;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05498441636129914;0.03934698928533027;0.05173934927613799;0.0002036381504804353;0.0020042084940844057;0.07413930078366612;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1989 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.6623657365960759;0.013031965794225065;0.029788233821873848;0.00015404151051349915;0.0008603790930973687;0.7062003568157856;0.7062003568157856;-0.013146119842579553;0.937928918051875;0.00271904520472461;0.06207108194812505;0.013146119842579407
"2. Formação Natural não Florestal";0.015055263030765953;0.046405982028130635;0.007665091131845432;6.377763208137862e-05;0.000404583841317965;0.06959469766414135;0.06959469766414135;-0.0008032018614011552;0.6668034144222081;0.009759466600225999;0.33319658557779186;0.0008032018614011205
"3. Agropecuária";0.015427698264951998;0.008584095213395709;0.1832654604556039;0.0008743663353904063;0.00013591051955206575;0.20828753078889406;0.20828753078889406;0.012581379987015303;0.8798676510373987;0.006979835498140733;0.12013234896260128;0.012581379987015334
"4. Área não Vegetada";1.370570445142696e-05;9.234806545661538e-06;9.147997858132472e-05;0.002291567472986636;0.0;0.002405987962565049;0.002405987962565049;0.0009777649884068706;0.9524434488623009;0.025149902429366124;0.04755655113769908;0.000977764988406871
"5. Corpo D'água";0.0001918333769608304;0.0007602179604431628;5.864538800486719e-05;0.0;0.012500730043172094;0.013511426768580954;0.013511426768580954;0.0003901767285585387;0.9251968912891493;0.021090464882316917;0.07480310871085072;0.0003901767285585389
"total";0.6930542369732062;0.06879149580274023;0.2208689107759094;0.00338375295097192;0.013901603497139493;1.0;1.0;0;0.9068294765959715;0.004398683156678682;0.09317052340402854;0.013949321703980635
"adj population";0.6930542369732369;0.0687914958027405;0.22086891077591128;0.003383752950971921;0.013901603497139514;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7943969635351467e-18;3.099009265823489e-18;1.9359810188638305e-18;1.3247630967922972e-17;7.859217663480716e-18;2.7936235879626154e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9557199152101638;0.6745889369988407;0.8297476535370923;0.6772265901765748;0.8992293619757136;0.906829476595971;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0028251217710597307;0.009956073924873807;0.006536454058435137;0.016963679084902088;0.020333916566826357;0.004426630264055077;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9971748782289402;0.9900439260751261;0.9934635459415648;0.983036320915098;0.9796660834331736;0.09317052340402898;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06137700075426067;0.04477102754921919;0.050044140666580306;0.00022884097915682605;0.0020213934508177198;0.07922120170001735;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1990 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.656228743979269;0.014976670644948955;0.031220279946988713;0.00011330669155647704;0.0007254098111399005;0.7032644110739031;0.7032644110739031;-0.0212997988471803;0.9331180899331912;0.0027385442268896124;0.06688191006680877;0.021299798847180473
"2. Formação Natural não Florestal";0.01114316213169136;0.05055557411358017;0.007786619846199658;6.107915515612566e-05;0.00042151616531447243;0.06996795141194179;0.06996795141194179;0.005248966290479537;0.722553298951549;0.010300012939185277;0.27744670104845104;0.005248966290479551
"3. Agropecuária";0.014315830185403966;0.00903520820728358;0.1863270249229784;0.0009228487913873473;0.00012093174683968287;0.21072184385389298;0.21072184385389298;0.014761509808202147;0.8842321304485704;0.006958723413161871;0.11576786955142959;0.014761509808202122
"4. Área não Vegetada";1.859624284595877e-05;9.228390214266497e-06;9.8311427128891e-05;0.002356692264181586;0.0;0.0024828283243707025;0.0024828283243707025;0.000982297638913497;0.9491966242889197;0.024803011140917517;0.05080337571108029;0.0009822976389134972
"5. Corpo D'água";0.00025827968751244594;0.0006402363463943623;5.1117518799477694e-05;1.1199061002663574e-05;0.012602132722149998;0.013562965335858948;0.013562965335858948;0.00030702510958510666;0.9291576296247978;0.021176387586417156;0.07084237037520225;0.0003070251095851056
"total";0.6819646122267227;0.07521691770242134;0.2254833536620951;0.0034651259632841997;0.013869990445444054;1.0;1.0;0;0.9080701680021618;0.004461742755649014;0.09192983199783822;0.021299798847180376
"adj population";0.6819646122267528;0.07521691770242145;0.22548335366209746;0.0034651259632842006;0.013869990445444081;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7842141442231882e-18;3.01316985500407e-18;1.9239320321129686e-18;1.3079670863990482e-17;7.854948903766725e-18;2.7655935799097433e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9622621646548185;0.6721303618634292;0.8263449247885715;0.6801173432517718;0.9085898632532573;0.9080701680021608;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0029118455584941786;0.009538044627221671;0.006446884738311722;0.01687161505848855;0.020562199584218618;0.004500522919549978;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9970881544415058;0.9904619553727784;0.9935531152616883;0.9831283849415114;0.9794378004157814;0.09192983199783922;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05147173649490733;0.03882475459672323;0.04878963786182916;0.000252272120378233;0.0019216652274179;0.07063003315062794;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1991 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.6553994416703691;0.012935686087549815;0.03160323108313217;0.0001298501878493049;0.0008465007559695906;0.7009147097848699;0.7009147097848699;-0.016064597202921714;0.935063043364479;0.0027543009845050668;0.06493695663552101;0.016064597202921638
"2. Formação Natural não Florestal";0.014639528319030473;0.046327059761034683;0.007389985773929615;8.893028594241837e-05;0.00038831907970655904;0.06883382321964375;0.06883382321964375;-0.000420234045762944;0.6730275552646335;0.009903908738554809;0.32697244473536646;0.00042023404576292667
"3. Agropecuária";0.014597734469768212;0.00851749379543132;0.19005842587979271;0.0008565612304423893;0.00020287081457555242;0.21423308619001016;0.21423308619001016;0.014954872652763431;0.8871572046122888;0.00693127476603266;0.11284279538771125;0.014954872652763435
"4. Área não Vegetada";1.8597651108929683e-05;9.229089065121885e-06;9.032710905454352e-05;0.002461677687161511;0.0;0.0025798315363901063;0.0025798315363901063;0.0009571878550055174;0.9542009439135996;0.0242343287470282;0.04579905608640045;0.0009571878550055173
"5. Corpo D'água";0.00019481047167156196;0.0006241204407998847;4.59889968645513e-05;0.0;0.012573629359715968;0.013438549269051966;0.013438549269051966;0.000572770740915704;0.9356388928581865;0.021334058457014384;0.06436110714181353;0.000572770740915704
"total";0.6848501125819483;0.06841358917388082;0.2291879588427736;0.0035370193913956236;0.01401132000996767;1.0;1.0;0;0.9068202343580762;0.004446381644114086;0.09317976564192376;0.01648483124868461
"adj population";0.6848501125819794;0.06841358917388113;0.22918795884277618;0.0035370193913956257;0.014011320009967703;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.784972964273571e-18;3.1001353777479065e-18;1.916304447623893e-18;1.2920776914319471e-17;7.811935699316261e-18;2.7534125403281106e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9569969101698091;0.6771616621851162;0.8292688099298273;0.6959751742243605;0.897390777654859;0.9068202343580759;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0028809272126772644;0.010030325051858587;0.00641829310975849;0.017124132625706376;0.020286621816607106;0.004475020099752575;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9971190727873227;0.9899696749481414;0.9935817068902415;0.9828758673742937;0.9797133781833929;0.0931797656419241;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.058901341823158315;0.04417305882569228;0.0483493206204349;0.00023630769845719036;0.0017298398186719952;0.07669493439320735;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"4. Área não Vegetada";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.6487038807685842;0.015106937732376615;0.03217539067861247;0.00013551833142037725;0.0009202423652217322;0.6970419698762153;0.6970419698762153;-0.02350854971711484;0.9306525414585672;0.0027743099916765833;0.06934745854143276;0.02350854971711458
"2. Formação Natural não Florestal";0.010932742259980746;0.05025905396941313;0.00760319399895282;6.913182399415454e-05;0.00029584545064598964;0.06915996750298685;0.06915996750298685;0.005355984386995603;0.7267073103705928;0.010433938990625386;0.2732926896294072;0.005355984386995624
"3. Agropecuária";0.013753373549691476;0.008712646549757022;0.19458918497421213;0.0008654875090674292;0.00019083441359670885;0.21811152699632477;0.21811152699632477;0.016392526327638733;0.8921545213769984;0.006899350794079278;0.10784547862300164;0.016392526327638657
"4. Área não Vegetada";1.8582337087485105e-05;9.221489478107945e-06;8.88161764553549e-05;0.002509440930047508;0.0;0.002626060933068456;0.002626060933068456;0.0009535176614610129;0.955591280631603;0.02407256457456675;0.044408719368396965;0.0009535176614610128
"5. Corpo D'água";0.00012484124375666908;0.0004280921489575917;4.746749573067741e-05;0.0;0.01246007380293271;0.013060474691377649;0.013060474691377649;0.0008065213410194926;0.9540291679565588;0.0217210630228312;0.04597083204344121;0.0008065213410194932
"total";0.6735334201591007;0.07451595188998247;0.23450405332396343;0.003579578594529469;0.013866996032397142;1.0000000000000002;1.0000000000000002;0;0.9085216344451915;0.004507152735412792;0.09147836555480848;0.023508549717114684
"adj population";0.6735334201591255;0.07451595188998256;0.2345040533239654;0.0035795785945294694;0.013866996032397163;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.7756336945243407e-18;3.0212808589502502e-18;1.9040625736079604e-18;1.2845851508553785e-17;7.835667602140863e-18;2.73824962377772e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9631354010842544;0.6744737562182275;0.8297902838608537;0.701043674214219;0.8985416721705647;0.9085216344451909;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002964554244061987;0.009627019034758317;0.006347220023212519;0.01713139673638368;0.020301397933768815;0.004545384254922239;NaN;NaN;NaN;NaN;NaN;NaN
